FeedbackID,EmployeeID,Date,FeedbackText,Sentiment
c9a5614a-a433-4faa-a143-d1a733fb5223,54336b59-52db-4720-bc2b-95bf349523e7,2025-05-22,I feel overlooked for promotions despite my hard work.,Negative
02f282d4-0941-4e44-a703-25956bda05c4,54336b59-52db-4720-bc2b-95bf349523e7,2024-11-26,The benefits package is competitive but could improve on health coverage.,Neutral
7d99d039-2626-4461-98bc-8fd8a1c134c5,54336b59-52db-4720-bc2b-95bf349523e7,2025-05-19,I am very happy with the recent changes in remote work policy.,Positive
c9bcc8e7-c53b-4748-82d3-30d44e6ef48e,6612ac8c-b655-4db5-a0c7-4e929c14fd5b,2026-03-08,We need better tools to handle the increased workload.,Negative
6d6adac7-d0b0-4524-ae2d-58cc6eb5553e,5ad4857a-5d72-4d39-867d-a5d44ad8e369,2025-02-27,I am very happy with the recent changes in remote work policy.,Positive
9249ae99-b5bc-47b8-9594-5775c59f6b6b,5ad4857a-5d72-4d39-867d-a5d44ad8e369,2025-12-06,I feel that I need more challenging projects to grow.,Neutral
a19bcd96-a128-4b4b-94be-66b608ada361,5ad4857a-5d72-4d39-867d-a5d44ad8e369,2025-07-07,The current management style is very supportive.,Positive
5d57e981-dd33-45bb-9460-394b84c95f96,ca9657db-521c-419c-845b-9de253ee54e3,2024-12-03,Communication between departments could be improved.,Negative
9f2d2b97-8ecb-45aa-897b-c9999b0fcce3,ca9657db-521c-419c-845b-9de253ee54e3,2026-03-04,We need better tools to handle the increased workload.,Negative
29c3619b-bcbe-4887-bffb-1863feebe3cc,9b37e412-4f31-42a5-9e49-6cbd6a6d6244,2025-08-20,We need better tools to handle the increased workload.,Negative
d3f6a740-0ed8-4bd3-ae67-fbecaacfdea3,9b37e412-4f31-42a5-9e49-6cbd6a6d6244,2025-06-10,The benefits package is competitive but could improve on health coverage.,Neutral
fd382503-99aa-40b8-9784-10e849617158,9b37e412-4f31-42a5-9e49-6cbd6a6d6244,2019-04-21,I feel overlooked for promotions despite my hard work.,Negative
d7934e96-56fb-4a00-84c3-c6040418637b,85d959c2-12ab-40a2-b4a2-1694cfcaab87,2024-01-11,Communication between departments could be improved.,Negative
499ea3cf-a483-4910-935e-88fc906330b1,85d959c2-12ab-40a2-b4a2-1694cfcaab87,2024-06-12,"Great team environment, love working here.",Positive
49b7f7ff-73f7-4bc7-8167-15b57e62c1e6,85d959c2-12ab-40a2-b4a2-1694cfcaab87,2025-09-11,Sometimes I feel micromanaged by leadership.,Negative
44c4eedd-6003-41e1-9bc5-6e22e38bedb7,81274bf2-df6c-4f51-bd8a-0d94ef47f051,2019-01-07,We need better tools to handle the increased workload.,Negative
77c72ff1-c4bf-4474-b861-1070ecb7542c,81274bf2-df6c-4f51-bd8a-0d94ef47f051,2025-11-11,I feel overlooked for promotions despite my hard work.,Negative
babcb54b-7514-46aa-a747-6fa076c7eca4,81274bf2-df6c-4f51-bd8a-0d94ef47f051,2018-01-16,I feel overlooked for promotions despite my hard work.,Negative
d0da5bde-4b5a-40a7-a2a9-ae1dfdee77d4,11d1ad61-d4b9-4814-8145-d852e92a62f2,2026-06-16,"Great team environment, love working here.",Positive
b052959d-c8a1-4f3e-b61e-63bce0ce4a3a,11d1ad61-d4b9-4814-8145-d852e92a62f2,2025-11-07,The current management style is very supportive.,Positive
7445c229-97e3-43c2-ae51-f551ba285662,11d1ad61-d4b9-4814-8145-d852e92a62f2,2024-12-07,The benefits package is competitive but could improve on health coverage.,Neutral
cf265b75-f8fe-4808-83dd-04db1c5a8bcf,2eefd697-c9ae-4789-913f-9d1bffa2f105,2023-02-04,Communication between departments could be improved.,Negative
64cf4911-b4f8-44d0-9c00-8503f56f528c,2eefd697-c9ae-4789-913f-9d1bffa2f105,2023-03-07,I am very happy with the recent changes in remote work policy.,Positive
85357623-3577-49b7-a78e-57b6f739ce8e,c60406b2-0de1-4564-9443-7ecd07e33d04,2025-02-16,Communication between departments could be improved.,Negative
b719a6e7-80c3-4771-b928-b46073c3eb20,c60406b2-0de1-4564-9443-7ecd07e33d04,2023-11-15,Communication between departments could be improved.,Negative
08a579a5-cede-4aef-b7b7-4852e627396e,01da3475-9b3e-40c4-9572-8c5fb050a3c2,2024-11-18,I am very happy with the recent changes in remote work policy.,Positive
5ed7a614-8f35-457e-81b8-9f17c7034b8f,01da3475-9b3e-40c4-9572-8c5fb050a3c2,2017-09-29,Communication between departments could be improved.,Negative
ce2bb288-2ecf-4e8d-a596-99a18601227c,208b0204-f914-4aed-9bec-90e9557f84a1,2024-01-15,"Great team environment, love working here.",Positive
df970915-8545-4038-9fed-eb6b5a5633a5,208b0204-f914-4aed-9bec-90e9557f84a1,2025-07-14,I feel that I need more challenging projects to grow.,Neutral
96ae572b-1dc3-4e36-8a6b-f8f24cbc9ce5,3e1dd2c2-a2ce-46e7-a7e3-5fbdeb1c3110,2022-06-13,I feel overlooked for promotions despite my hard work.,Negative
c7602fc4-1cb7-4ab9-a3d5-14d93c322ac6,e66df9ef-ab0d-43c7-877f-f9a22d38e683,2024-01-13,We need better tools to handle the increased workload.,Negative
91b1ca6b-06ed-4f4c-bb52-b1e6459331bb,644e83e1-f668-4f9f-8dfe-7ddd0afbfd5f,2024-06-16,The benefits package is competitive but could improve on health coverage.,Neutral
83d95921-57b4-4537-af11-a824a303a674,0cdefe2c-495e-4095-abb8-22f50042e740,2020-01-07,"Great team environment, love working here.",Positive
f81019a1-43fc-4b63-aeb4-22d5fbe29ee4,0cdefe2c-495e-4095-abb8-22f50042e740,2020-08-18,I appreciate the continuous learning opportunities provided.,Positive
161c9c3b-f41c-41f0-8889-6debf83378c9,0cdefe2c-495e-4095-abb8-22f50042e740,2022-06-21,I feel overlooked for promotions despite my hard work.,Negative
cd7a6501-79ac-44ca-a145-8bc52a912b4b,ba26fc77-07aa-46cf-992b-be7a8c3ec8cb,2022-05-17,Communication between departments could be improved.,Negative
c3f9ff38-971e-4309-b2d5-2776101390a2,ba26fc77-07aa-46cf-992b-be7a8c3ec8cb,2024-09-16,I feel overlooked for promotions despite my hard work.,Negative
ca73d1be-fe15-4e1f-89a9-cd3bdded0840,6d00c746-90ac-4831-8b0f-4cf696a631d1,2024-12-17,Communication between departments could be improved.,Negative
47bf0090-7e30-4954-babf-bdca36a3926b,6d00c746-90ac-4831-8b0f-4cf696a631d1,2020-07-10,The benefits package is competitive but could improve on health coverage.,Neutral
cab859c1-2997-48f3-b81e-029da31753e1,02e34fe3-d735-4e46-8518-0afa9bc707b9,2020-07-15,Communication between departments could be improved.,Negative
ffb7f50f-26c6-47b5-804e-6f1a2b30cd31,02e34fe3-d735-4e46-8518-0afa9bc707b9,2025-12-20,Communication between departments could be improved.,Negative
bffcfca0-c362-4767-ae83-f0f0595230eb,286aa56c-2d2a-4360-ab6a-7af75db36c78,2020-10-18,I am very happy with the recent changes in remote work policy.,Positive
c4366ecc-1763-40f3-833c-7ff5b122f254,20027bc6-c876-4238-8314-eeeee912fe4d,2023-02-17,We need better tools to handle the increased workload.,Negative
e8aeea21-48d3-4051-80a6-3d0cfe78919c,20027bc6-c876-4238-8314-eeeee912fe4d,2024-04-23,I appreciate the continuous learning opportunities provided.,Positive
73dc8a8a-4f70-4cdb-a10e-ebfd1aa76e1b,20027bc6-c876-4238-8314-eeeee912fe4d,2026-01-11,I am very happy with the recent changes in remote work policy.,Positive
3da8cfd1-b7b3-4cd0-8a31-8cb7f6152808,d4530d84-2aa4-427b-b0c1-e31677adcab7,2021-05-17,We need better tools to handle the increased workload.,Negative
dd500c5c-9153-475b-adc4-499fb99ae7f9,d4530d84-2aa4-427b-b0c1-e31677adcab7,2023-04-10,The current management style is very supportive.,Positive
543dec31-a22f-419b-917a-b818cb28bf2a,31026c95-2dc2-41c0-a0ce-406ff3a1d06a,2025-06-24,Sometimes I feel micromanaged by leadership.,Negative
b41e3c08-be24-40f7-aab5-fe98e0a268c7,31026c95-2dc2-41c0-a0ce-406ff3a1d06a,2022-08-15,I appreciate the continuous learning opportunities provided.,Positive
80865dbe-8d61-429d-bb6f-83a20e7852f0,011168f7-88fe-40d8-9db6-c860c2bac25f,2026-06-17,I feel that I need more challenging projects to grow.,Neutral
42b433a2-fb81-44b6-9146-161c168496d7,011168f7-88fe-40d8-9db6-c860c2bac25f,2026-01-23,We need better tools to handle the increased workload.,Negative
c29ed15a-afdd-4f14-b9b4-26cf9e987a2d,011168f7-88fe-40d8-9db6-c860c2bac25f,2025-07-20,Communication between departments could be improved.,Negative
1900c2da-ddd2-4d2e-96c0-10005a86fbb0,dc206570-0614-4142-9502-c447b1e2b856,2026-07-21,We need better tools to handle the increased workload.,Negative
98d3198e-b3e8-4a53-a799-7f30c86dfac9,dc206570-0614-4142-9502-c447b1e2b856,2026-05-28,I feel that I need more challenging projects to grow.,Neutral
137c723d-a359-4baf-93cd-db0d7e54ff40,061f1610-ebef-4fbf-af9e-6690a71f41e3,2025-11-21,The benefits package is competitive but could improve on health coverage.,Neutral
58ac7ac2-f30b-4ba0-9802-8d4cf1080165,061f1610-ebef-4fbf-af9e-6690a71f41e3,2024-11-17,"Great team environment, love working here.",Positive
d8e28984-72b3-41a5-a63e-0ea6c3615018,d86053c9-d9cc-43e1-8e4f-947647435782,2021-05-10,I feel overlooked for promotions despite my hard work.,Negative
89cfd6e9-f7a7-4691-8008-0ebe9bd0a672,d86053c9-d9cc-43e1-8e4f-947647435782,2025-08-08,I feel overlooked for promotions despite my hard work.,Negative
53479436-0982-46ed-8f5e-6c55672d7c14,6dfc699c-2fcb-40f1-8195-9ec3674aa4c1,2026-05-29,We need better tools to handle the increased workload.,Negative
6c7cf6a8-1a39-4fba-be0b-b7f29b31d53c,19367c0a-eea6-44a8-b4d1-9957489a46e8,2025-07-27,"Great team environment, love working here.",Positive
f3a33702-3564-43de-8794-3e50bd9d5886,19367c0a-eea6-44a8-b4d1-9957489a46e8,2023-12-05,I feel overlooked for promotions despite my hard work.,Negative
52b43614-edbe-4a3e-ad9e-ea41020f21d4,c73dc60e-aa50-47f2-b5f4-c2ec1e13759a,2024-08-12,The benefits package is competitive but could improve on health coverage.,Neutral
7f403718-f834-4685-b794-e8d0468c4a54,c73dc60e-aa50-47f2-b5f4-c2ec1e13759a,2025-02-19,I feel that I need more challenging projects to grow.,Neutral
65be932f-bf08-4194-86e0-eaa20570c999,8931948f-c39a-467d-b796-2d7726fa00c4,2024-09-15,I am very happy with the recent changes in remote work policy.,Positive
8fd5782e-3c45-4b25-bf5c-b39adab9e614,8931948f-c39a-467d-b796-2d7726fa00c4,2021-02-10,I appreciate the continuous learning opportunities provided.,Positive
72a56914-d41d-4a2a-982f-7839182ceb5f,8931948f-c39a-467d-b796-2d7726fa00c4,2022-10-13,"Great team environment, love working here.",Positive
57b158de-1837-4f4d-9dc3-a1d90e345a38,1dee5559-3cd8-4929-99db-eae0e04d3099,2025-08-10,We need better tools to handle the increased workload.,Negative
31822ef6-e5af-471b-b493-395add63c003,1dee5559-3cd8-4929-99db-eae0e04d3099,2025-07-08,We need better tools to handle the increased workload.,Negative
a4c4951f-b565-42e2-b011-b04801f0399e,32883f59-9a74-402b-83fb-7835b62dc743,2022-11-09,I feel overlooked for promotions despite my hard work.,Negative
6cb8cf7c-4f0c-4604-acca-76d08b99a4db,32883f59-9a74-402b-83fb-7835b62dc743,2024-08-23,I feel overlooked for promotions despite my hard work.,Negative
75760bea-5534-4e81-b31a-dc38352008a1,13819ee3-74dd-4111-9c9a-656fa2496760,2022-11-29,"Great team environment, love working here.",Positive
9597158d-8ecb-40b8-9ebf-6f1ba5069878,13819ee3-74dd-4111-9c9a-656fa2496760,2024-11-12,I appreciate the continuous learning opportunities provided.,Positive
02d5896a-da6a-4b4f-9fcf-462cd996da2d,d09b4bdf-6e61-4a22-8a31-7b47d83bdc29,2024-06-26,I am very happy with the recent changes in remote work policy.,Positive
5cefa3d6-cbaf-4cc5-923e-4bd9bb6577a9,d09b4bdf-6e61-4a22-8a31-7b47d83bdc29,2022-01-27,I appreciate the continuous learning opportunities provided.,Positive
bd9612cb-19e9-4dab-8af8-943c53b7a23b,d09b4bdf-6e61-4a22-8a31-7b47d83bdc29,2021-05-13,I feel that I need more challenging projects to grow.,Neutral
19198233-537a-41be-b88a-a6b6c443508e,7634ce00-42a9-472c-9ccd-0c4dfea0502b,2022-06-27,I feel overlooked for promotions despite my hard work.,Negative
15357521-0163-494d-bc23-7589aa088868,7634ce00-42a9-472c-9ccd-0c4dfea0502b,2022-05-08,"Great team environment, love working here.",Positive
e063b81f-66e9-4bc9-a4e4-70ffbb486638,7634ce00-42a9-472c-9ccd-0c4dfea0502b,2023-04-03,Sometimes I feel micromanaged by leadership.,Negative
8b32c947-4201-485a-89fe-659780edb268,edc94d7f-b9aa-4e73-a1fa-7ba3d434f4b0,2025-11-18,We need better tools to handle the increased workload.,Negative
cdfa20de-b35b-432e-bad0-dc2c3dde8939,edc94d7f-b9aa-4e73-a1fa-7ba3d434f4b0,2026-02-05,I feel overlooked for promotions despite my hard work.,Negative
474e84a5-63de-4141-910e-4b396f5024ae,916d1222-063c-48ba-af92-9f76d7ceb2f3,2021-07-18,I am very happy with the recent changes in remote work policy.,Positive
e2707058-49f9-403d-9dc6-6a50e04c27f1,916d1222-063c-48ba-af92-9f76d7ceb2f3,2021-06-18,Communication between departments could be improved.,Negative
827c224d-d7ca-4b32-ab1f-c7b135092ce7,916d1222-063c-48ba-af92-9f76d7ceb2f3,2024-06-23,We need better tools to handle the increased workload.,Negative
49349ffc-7ec5-413f-863d-6bb83d4c357c,6133bd83-4009-4108-9f67-a4b84a8f7b7d,2025-12-22,I feel that I need more challenging projects to grow.,Neutral
d42f913e-7b30-49a7-8262-3d2faae112ae,6133bd83-4009-4108-9f67-a4b84a8f7b7d,2025-10-22,Communication between departments could be improved.,Negative
64bc7bbd-ff7b-4a29-ba46-06b7c613c10f,6133bd83-4009-4108-9f67-a4b84a8f7b7d,2019-09-12,The current management style is very supportive.,Positive
eaeaf1a5-3e02-4f32-a5b7-e5a426c12124,e766582a-2524-49e6-8722-49d6d167a1a1,2026-07-01,We need better tools to handle the increased workload.,Negative
202c2093-828e-4cd2-8176-0f05e0742453,be0bdbba-5924-4f99-9dea-151c98b7a2be,2025-11-19,"Great team environment, love working here.",Positive
ec634c5b-c78f-4aef-8dd8-ef6a6d7aaf74,be0bdbba-5924-4f99-9dea-151c98b7a2be,2026-03-03,Communication between departments could be improved.,Negative
44ebe3d1-a6af-4b0b-8f8c-4e1b9b084782,c811708b-ca55-4008-97a2-f746ae3b2c10,2026-07-22,The benefits package is competitive but could improve on health coverage.,Neutral
a5b42f7b-4c47-42dc-97a1-84949f4fa89c,fa91359c-c4c9-4218-b72b-69fd129f0de0,2019-10-22,The benefits package is competitive but could improve on health coverage.,Neutral
cac38725-6b41-4ea0-8ced-b62a4b100bdd,fa91359c-c4c9-4218-b72b-69fd129f0de0,2023-09-11,I feel overlooked for promotions despite my hard work.,Negative
f80d2cc8-c810-43ce-b70a-7db3ad1db299,c755a280-c7ca-4208-a1b6-1f0107f1dd36,2023-02-10,Sometimes I feel micromanaged by leadership.,Negative
f5b149d9-2a5f-4ddc-80fa-a722e1cf376f,c755a280-c7ca-4208-a1b6-1f0107f1dd36,2022-06-12,The current management style is very supportive.,Positive
4fa12ee3-357e-4d2b-8b43-1fee3494c2a3,c755a280-c7ca-4208-a1b6-1f0107f1dd36,2016-09-21,I am very happy with the recent changes in remote work policy.,Positive
23307a8b-decc-483d-b5aa-58a7c7bc29f9,d1a654ec-c0bc-4fc3-ad96-245c5e55036e,2026-07-25,We need better tools to handle the increased workload.,Negative
fa6f6bca-ceaf-4b9d-821b-e37acc8e1454,d1a654ec-c0bc-4fc3-ad96-245c5e55036e,2026-07-25,The benefits package is competitive but could improve on health coverage.,Neutral
4f22d8dd-bc91-4031-aba2-07b737029d03,d1a654ec-c0bc-4fc3-ad96-245c5e55036e,2026-07-25,I appreciate the continuous learning opportunities provided.,Positive
401dcf47-5d93-41d6-8f71-680d4407a9c6,056e5db3-6f38-44ba-96f7-3720357f9de2,2024-01-26,The benefits package is competitive but could improve on health coverage.,Neutral
484d53be-3090-45be-b809-28eead390513,056e5db3-6f38-44ba-96f7-3720357f9de2,2023-08-21,I feel overlooked for promotions despite my hard work.,Negative
2a6fc042-485c-48f4-a192-04f6f0121e65,056e5db3-6f38-44ba-96f7-3720357f9de2,2018-10-01,I feel that I need more challenging projects to grow.,Neutral
3e7efc82-ee64-4e7c-9736-e2fccf4744a0,7ce14528-ca1f-4aae-9740-0343ced48c96,2017-07-16,I feel overlooked for promotions despite my hard work.,Negative
114a98eb-f40e-42f6-9975-d0bfae0ed9c7,7ce14528-ca1f-4aae-9740-0343ced48c96,2015-11-26,Sometimes I feel micromanaged by leadership.,Negative
478dc7a2-7cd2-4919-935f-d3e6bab46484,e11c4eee-e111-4ee9-a729-d538178d7279,2021-02-05,The current management style is very supportive.,Positive
2d087340-d7e5-419f-862a-d1703b4fe8ee,5e32ce9d-77e4-4a3f-a895-362cf31c2e2d,2024-11-24,Communication between departments could be improved.,Negative
e14d7b59-1605-4b8b-86c3-d02e6debdf61,ae57c921-d9de-49f8-b1f9-96f7ffc7c49c,2022-09-02,I feel overlooked for promotions despite my hard work.,Negative
b2a4126a-7a48-42ac-8f27-35feac0e84ad,ae57c921-d9de-49f8-b1f9-96f7ffc7c49c,2025-08-24,I feel that I need more challenging projects to grow.,Neutral
cf396281-947d-4299-a155-4e09a9d3f450,be66fda1-20e3-4c70-ad47-78b7e4193a1a,2025-11-15,The benefits package is competitive but could improve on health coverage.,Neutral
f752c08f-2cfb-4a71-9327-e60c9ab693f1,a8c31cfb-7def-43ba-a37b-c330d42514fd,2020-08-26,"Great team environment, love working here.",Positive
0b720472-9fae-4031-a6a2-69caf890932d,0490c516-8827-4276-8125-5bef8cb776bd,2021-11-02,I feel that I need more challenging projects to grow.,Neutral
e896982b-1804-4f3d-b6c6-513013265aa7,0490c516-8827-4276-8125-5bef8cb776bd,2024-04-24,We need better tools to handle the increased workload.,Negative
ea9d5043-b868-46b9-aaf9-ca603e2792b3,0490c516-8827-4276-8125-5bef8cb776bd,2022-02-14,I appreciate the continuous learning opportunities provided.,Positive
5588a81d-aa32-45f7-bae5-86373895128b,f5b363c2-afd7-497b-a151-6c3d9278da01,2023-12-04,The benefits package is competitive but could improve on health coverage.,Neutral
13d743b1-627d-4778-8c39-b5d6d604d509,f5b363c2-afd7-497b-a151-6c3d9278da01,2026-01-29,The benefits package is competitive but could improve on health coverage.,Neutral
eb76d83b-c450-4d07-83c3-6bba5c31e182,f5b363c2-afd7-497b-a151-6c3d9278da01,2023-10-06,We need better tools to handle the increased workload.,Negative
25e009d9-cd07-463a-88cd-51eac9946369,88d4b059-e245-4002-adbb-cbf5da7f34e5,2025-03-24,"Great team environment, love working here.",Positive
7a08a8bb-4f16-4f39-b4e3-f8b195fad14f,88d4b059-e245-4002-adbb-cbf5da7f34e5,2018-03-16,Communication between departments could be improved.,Negative
2e6da0c4-cca0-42ba-97d6-5883058a76e3,96bcd71e-d55d-4178-a6c1-f3e000f53c14,2022-10-21,I am very happy with the recent changes in remote work policy.,Positive
ffbec4bb-a928-4112-8955-2a9cc53d23d2,96bcd71e-d55d-4178-a6c1-f3e000f53c14,2021-05-07,We need better tools to handle the increased workload.,Negative
71d380ff-446e-4b05-9347-070184653129,2c2f7ddf-f6b0-46fe-8de4-4d6847669570,2025-12-29,"Great team environment, love working here.",Positive
58c0c7e8-9e70-4b5a-b83a-ba3d62720dbf,0f26efee-2218-4e67-90d8-b7961a5d6082,2026-02-28,I am very happy with the recent changes in remote work policy.,Positive
52c86a92-8aff-4630-96cf-b74621f53989,ac262dd4-3e8c-40af-bfb8-d1cf57dd944a,2019-11-30,I feel that I need more challenging projects to grow.,Neutral
801d2754-3804-40bd-bbfc-ac1b0c648515,ac262dd4-3e8c-40af-bfb8-d1cf57dd944a,2024-08-13,We need better tools to handle the increased workload.,Negative
ba3432da-9c64-4b97-905b-a2108fd3f864,ac262dd4-3e8c-40af-bfb8-d1cf57dd944a,2022-01-24,I feel that I need more challenging projects to grow.,Neutral
a8f84c1f-f244-4674-a6fd-731debafe65d,b9c9cfbc-25f2-4579-afe5-fde8c7b33016,2025-11-26,Sometimes I feel micromanaged by leadership.,Negative
117be438-5646-41c4-9ec0-db09aca5e048,b9c9cfbc-25f2-4579-afe5-fde8c7b33016,2025-12-11,I appreciate the continuous learning opportunities provided.,Positive
0523e0eb-cb1d-4376-bb4f-b3f07b2a1887,b9c9cfbc-25f2-4579-afe5-fde8c7b33016,2026-01-12,The benefits package is competitive but could improve on health coverage.,Neutral
06d94076-0618-42b3-b4c1-1299a9abf6af,58738fd4-61d1-486a-b4f5-77e98edafd96,2025-10-10,We need better tools to handle the increased workload.,Negative
d3284f4d-0f82-49f4-b270-a4ebdd55821e,58738fd4-61d1-486a-b4f5-77e98edafd96,2025-08-31,I feel that I need more challenging projects to grow.,Neutral
25531ffa-8aa9-4b2d-be7c-c6ee250eaad4,58738fd4-61d1-486a-b4f5-77e98edafd96,2025-04-21,I feel overlooked for promotions despite my hard work.,Negative
4c60c867-5d0d-45b0-ac8e-4ac1932aa2b4,8d43854b-5ef1-4a80-9860-6f0240aa9e76,2026-03-14,"Great team environment, love working here.",Positive
4ea0e78c-26c0-4afa-b5fc-12107f3ca99a,8d43854b-5ef1-4a80-9860-6f0240aa9e76,2025-12-19,"Great team environment, love working here.",Positive
2804e77a-f215-4aab-a358-ce02773579b9,8d43854b-5ef1-4a80-9860-6f0240aa9e76,2025-10-17,Sometimes I feel micromanaged by leadership.,Negative
2106d447-ae1f-414c-a07b-5db8ac0485f6,5d31bdd0-d67c-4501-b33e-f57126534951,2026-07-25,The current management style is very supportive.,Positive
e06ded78-e427-42eb-a239-b31819ba4da5,0e7d3bd7-4e30-4da4-b182-4a64aff8f675,2026-02-14,"Great team environment, love working here.",Positive
2d8ccf7f-7afc-4359-a1df-4b617fd5517a,0e7d3bd7-4e30-4da4-b182-4a64aff8f675,2025-01-30,I feel overlooked for promotions despite my hard work.,Negative
3a64e367-8f6e-4871-85e0-a582a6943c1c,0e7d3bd7-4e30-4da4-b182-4a64aff8f675,2026-06-06,I appreciate the continuous learning opportunities provided.,Positive
16f4ba29-79e8-4e68-8f89-8d888476771a,fe68531f-d0fc-41b8-bbf7-5cd8b077cb14,2017-09-26,The current management style is very supportive.,Positive
bbf597f7-95fa-4411-8e98-ce003a76b787,fe68531f-d0fc-41b8-bbf7-5cd8b077cb14,2025-09-25,Sometimes I feel micromanaged by leadership.,Negative
1e367a2b-c58f-4192-8780-e3fd1d698f53,b8b015cf-03bf-4bcd-bd42-d294427de41f,2026-02-28,The current management style is very supportive.,Positive
dc1d4a19-a1ef-4edb-bab8-f846db6373d1,b8b015cf-03bf-4bcd-bd42-d294427de41f,2026-04-06,I am very happy with the recent changes in remote work policy.,Positive
dc0f11cf-62fd-4e21-885d-0db84e2e7c81,b8b015cf-03bf-4bcd-bd42-d294427de41f,2025-11-26,The current management style is very supportive.,Positive
581bf4b7-1090-4fb0-a975-48676e9ff44b,acc35cdb-6d42-4140-a3fc-8c9299cef06e,2023-04-18,I feel that I need more challenging projects to grow.,Neutral
05fbd61c-032e-4ae0-b45e-2ce3babc2838,acc35cdb-6d42-4140-a3fc-8c9299cef06e,2024-09-30,Sometimes I feel micromanaged by leadership.,Negative
aa5b1874-30b4-4e06-84db-5f417a2c84b8,cb7ab074-58ff-45ca-922e-603a48670cc0,2026-07-21,The benefits package is competitive but could improve on health coverage.,Neutral
f35efcef-0e6e-418b-aa55-ed8f4e2935b9,cb7ab074-58ff-45ca-922e-603a48670cc0,2026-07-25,"Great team environment, love working here.",Positive
10fd2b90-ec32-4dc1-941b-4102a50e2ec7,cb7ab074-58ff-45ca-922e-603a48670cc0,2026-07-26,I am very happy with the recent changes in remote work policy.,Positive
40d2ed56-06cb-45f5-b25f-b469966171f7,275cfec0-3ac1-46f5-8fb3-7e8926a9162c,2024-12-14,The current management style is very supportive.,Positive
42ac9540-2339-4be9-a12c-68c93d2e4b04,275cfec0-3ac1-46f5-8fb3-7e8926a9162c,2026-05-04,The current management style is very supportive.,Positive
cb6a716d-cc98-468c-890a-d9bdb82ce589,275cfec0-3ac1-46f5-8fb3-7e8926a9162c,2024-06-12,The benefits package is competitive but could improve on health coverage.,Neutral
d77daec2-6f33-441d-87df-a62ab12cc5f1,7e1d8e45-bdd4-4165-bdff-135f6d4bbbf5,2020-09-12,The current management style is very supportive.,Positive
c129b228-025e-43a3-8417-1bb412dfb340,7e1d8e45-bdd4-4165-bdff-135f6d4bbbf5,2022-03-24,I feel overlooked for promotions despite my hard work.,Negative
da43c1b9-9c71-4016-8e35-d52728206027,8d9ef4d9-703e-4982-96bd-f8ef47180cfa,2025-07-07,I appreciate the continuous learning opportunities provided.,Positive
23338839-f847-4301-b398-c03171f9f782,8d9ef4d9-703e-4982-96bd-f8ef47180cfa,2026-03-25,Sometimes I feel micromanaged by leadership.,Negative
88846ab6-a03c-448d-ad5c-1c9a7a61918f,8d9ef4d9-703e-4982-96bd-f8ef47180cfa,2024-07-09,"Great team environment, love working here.",Positive
014ed30f-1897-457d-b751-db637a8100d2,e25fcc21-2c90-4df4-9327-805060eefb38,2026-03-14,The benefits package is competitive but could improve on health coverage.,Neutral
e4a3b740-0c54-4c1a-9123-31a918d56904,e25fcc21-2c90-4df4-9327-805060eefb38,2024-12-21,I feel that I need more challenging projects to grow.,Neutral
fc8b0e56-258f-4cb3-88cc-3435f0f58709,29014431-6fae-49c0-ab0a-e429b2075f07,2025-11-05,Sometimes I feel micromanaged by leadership.,Negative
e982d4de-879d-471e-917a-d3aeb90aa48b,29014431-6fae-49c0-ab0a-e429b2075f07,2026-04-08,Sometimes I feel micromanaged by leadership.,Negative
4d475fb8-a1e5-4004-8fa2-eef71543afbe,09aa3abb-a394-4796-b3e6-ee41b6705ba1,2026-02-13,We need better tools to handle the increased workload.,Negative
25f4b266-b313-43ed-a38d-5fb9fa4edc1a,7e7abf70-b4ef-4477-96d9-83361a8ec5ef,2023-07-06,Sometimes I feel micromanaged by leadership.,Negative
738973e5-94ad-42c7-98a5-8084f11c6c7f,7e7abf70-b4ef-4477-96d9-83361a8ec5ef,2025-11-07,Sometimes I feel micromanaged by leadership.,Negative
f1105476-638d-4586-a9da-9ff51ca1a8a8,7e7abf70-b4ef-4477-96d9-83361a8ec5ef,2017-09-02,I am very happy with the recent changes in remote work policy.,Positive
d994e651-4d62-4f07-8668-4936872f2e29,bfc6287a-3543-4c1a-9d0a-4561ccfa3c9a,2020-05-07,"Great team environment, love working here.",Positive
83c67727-d9e7-4c8f-96ba-97eaffd2e6fe,bfc6287a-3543-4c1a-9d0a-4561ccfa3c9a,2023-09-07,I feel that I need more challenging projects to grow.,Neutral
17893427-11cb-473a-a1f7-54f267a03ca7,bfc6287a-3543-4c1a-9d0a-4561ccfa3c9a,2021-12-24,The benefits package is competitive but could improve on health coverage.,Neutral
e9dbf09b-aa18-4ae7-9126-c107c6508919,19990549-597c-4764-9220-f264aca32878,2023-11-19,Communication between departments could be improved.,Negative
50988ba4-b523-414b-b66c-d58576158550,19990549-597c-4764-9220-f264aca32878,2018-07-19,We need better tools to handle the increased workload.,Negative
ed640258-b239-4a4e-983a-5f0ebb6542c6,e16587dc-749a-4485-8273-481a169a0e9a,2022-08-30,"Great team environment, love working here.",Positive
f6cd29d2-fb67-4e87-a940-584dad1a9857,a28a313b-ecd8-4c87-8f94-63866cb1d434,2026-06-29,I feel overlooked for promotions despite my hard work.,Negative
